"              ELEM","                 X","                 Y","                 Z","              ROCK","              PRES","              TEMP","             SAT_G","             SAT_L","         X_WATER_G","           X_AIR_G","         X_WATER_L","           X_AIR_L","             REL_G","             REL_L","           PCAP_GL","             DEN_G","             DEN_L","               POR"
"                  ","               (M)","               (M)","               (M)","                  ","              (PA)","           (DEC-C)","               (-)","               (-)","               (-)","               (-)","               (-)","               (-)","               (-)","               (-)","              (PA)","         (KG/M**3)","         (KG/M**3)","               (-)"
"TIME [sec]  0.31560000E+08"
"             A1166",  0.42650000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003177118E+006,  0.18127010942E+002,  0.19986728483E+000,  0.80013271517E+000,  0.13043074620E-001,  0.98695692538E+000,  0.99998425454E+000,  0.15745463362E-004,  0.89379543125E+000,  0.10620456875E+000, -0.97981448737E+004,  0.11867868440E+001,  0.99868984579E+003,  0.10000000000E+000
"             A1167",  0.43850000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003151037E+006,  0.18098254556E+002,  0.19989790764E+000,  0.80010209236E+000,  0.13019355832E-001,  0.98698064417E+000,  0.99998425398E+000,  0.15746024752E-004,  0.89382156781E+000,  0.10617843219E+000, -0.97993183236E+004,  0.11869178152E+001,  0.99869517564E+003,  0.10000000000E+000
"             A1168",  0.45070000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003125035E+006,  0.18075277456E+002,  0.19992222762E+000,  0.80007777238E+000,  0.13000438123E-001,  0.98699956188E+000,  0.99998425354E+000,  0.15746464332E-004,  0.89384232029E+000,  0.10615767971E+000, -0.98002502741E+004,  0.11870218467E+001,  0.99869942753E+003,  0.10000000000E+000
"             A1169",  0.46320000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003099125E+006,  0.18057097511E+002,  0.19994134612E+000,  0.80005865388E+000,  0.12985494284E-001,  0.98701450572E+000,  0.99998425320E+000,  0.15746803126E-004,  0.89385863141E+000,  0.10614136859E+000, -0.98009829151E+004,  0.11871035196E+001,  0.99870278742E+003,  0.10000000000E+000
"             A1170",  0.47590000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003073316E+006,  0.18042859884E+002,  0.19995621804E+000,  0.80004378196E+000,  0.12973808846E-001,  0.98702619115E+000,  0.99998425294E+000,  0.15747059319E-004,  0.89387131777E+000,  0.10612868223E+000, -0.98015528308E+004,  0.11871668216E+001,  0.99870541606E+003,  0.10000000000E+000
"             A1171",  0.48890000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003047615E+006,  0.18031825927E+002,  0.19996766368E+000,  0.80003233632E+000,  0.12964766647E-001,  0.98703523335E+000,  0.99998425275E+000,  0.15747248541E-004,  0.89388108033E+000,  0.10611891967E+000, -0.98019914508E+004,  0.11872151977E+001,  0.99870745160E+003,  0.10000000000E+000
"             A1172",  0.50220000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003022029E+006,  0.18023369352E+002,  0.19997637384E+000,  0.80002362616E+000,  0.12957848045E-001,  0.98704215195E+000,  0.99998425262E+000,  0.15747384004E-004,  0.89388850905E+000,  0.10611149095E+000, -0.98023252444E+004,  0.11872515692E+001,  0.99870901070E+003,  0.10000000000E+000
"             A1173",  0.51580000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002996562E+006,  0.18016961373E+002,  0.19998292697E+000,  0.80001707303E+000,  0.12952615576E-001,  0.98704738442E+000,  0.99998425252E+000,  0.15747476825E-004,  0.89389409773E+000,  0.10610590227E+000, -0.98025763771E+004,  0.11872784025E+001,  0.99871019154E+003,  0.10000000000E+000
"             A1174",  0.52960000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002971218E+006,  0.18012163335E+002,  0.19998779874E+000,  0.80001220126E+000,  0.12948707123E-001,  0.98705129288E+000,  0.99998425246E+000,  0.15747536208E-004,  0.89389825232E+000,  0.10610174768E+000, -0.98027630768E+004,  0.11872977434E+001,  0.99871107537E+003,  0.10000000000E+000
"             A1175",  0.54370000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002945999E+006,  0.18008614372E+002,  0.19999137678E+000,  0.80000862322E+000,  0.12945825275E-001,  0.98705417473E+000,  0.99998425243E+000,  0.15747569708E-004,  0.89390130352E+000,  0.10609869648E+000, -0.98029001976E+004,  0.11873112747E+001,  0.99871172891E+003,  0.10000000000E+000
"             A1176",  0.55820000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002920904E+006,  0.18006022663E+002,  0.19999397154E+000,  0.80000602846E+000,  0.12943729806E-001,  0.98705627019E+000,  0.99998425242E+000,  0.15747583429E-004,  0.89390351617E+000,  0.10609648383E+000, -0.98029996366E+004,  0.11873203575E+001,  0.99871220605E+003,  0.10000000000E+000
"             A1177",  0.57290000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002895934E+006,  0.18004154762E+002,  0.19999582893E+000,  0.80000417107E+000,  0.12942228719E-001,  0.98705777128E+000,  0.99998425242E+000,  0.15747582249E-004,  0.89390510000E+000,  0.10609490000E+000, -0.98030708175E+004,  0.11873260801E+001,  0.99871254986E+003,  0.10000000000E+000
"             A1178",  0.58790000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002871088E+006,  0.18002826844E+002,  0.19999714069E+000,  0.80000285931E+000,  0.12941170917E-001,  0.98705882908E+000,  0.99998425243E+000,  0.15747570004E-004,  0.89390621855E+000,  0.10609378145E+000, -0.98031210882E+004,  0.11873292997E+001,  0.99871279422E+003,  0.10000000000E+000
"             A1179",  0.60330000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002846366E+006,  0.18001896077E+002,  0.19999805434E+000,  0.80000194566E+000,  0.12940439054E-001,  0.98705956095E+000,  0.99998425245E+000,  0.15747549673E-004,  0.89390699762E+000,  0.10609300238E+000, -0.98031561021E+004,  0.11873306821E+001,  0.99871296545E+003,  0.10000000000E+000
"             A1180",  0.61900000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002821763E+006,  0.18001253122E+002,  0.19999868172E+000,  0.80000131828E+000,  0.12939943329E-001,  0.98706005667E+000,  0.99998425248E+000,  0.15747523533E-004,  0.89390753259E+000,  0.10609246741E+000, -0.98031801453E+004,  0.11873307369E+001,  0.99871308370E+003,  0.10000000000E+000
"             A1181",  0.63500000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002797280E+006,  0.18000815672E+002,  0.19999910624E+000,  0.80000089376E+000,  0.12939616158E-001,  0.98706038384E+000,  0.99998425251E+000,  0.15747493298E-004,  0.89390789457E+000,  0.10609210543E+000, -0.98031964142E+004,  0.11873298477E+001,  0.99871316411E+003,  0.10000000000E+000
"             A1182",  0.65130000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002772913E+006,  0.18000522673E+002,  0.19999938920E+000,  0.80000061080E+000,  0.12939407413E-001,  0.98706059259E+000,  0.99998425254E+000,  0.15747460241E-004,  0.89390813585E+000,  0.10609186415E+000, -0.98032072583E+004,  0.11873282989E+001,  0.99871321793E+003,  0.10000000000E+000
"             A1183",  0.66800000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002748662E+006,  0.18000329564E+002,  0.19999957496E+000,  0.80000042504E+000,  0.12939280517E-001,  0.98706071948E+000,  0.99998425257E+000,  0.15747425283E-004,  0.89390829425E+000,  0.10609170575E+000, -0.98032143772E+004,  0.11873262981E+001,  0.99871325336E+003,  0.10000000000E+000
"             A1184",  0.68510000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002724521E+006,  0.18000204395E+002,  0.19999969505E+000,  0.80000030495E+000,  0.12939209244E-001,  0.98706079076E+000,  0.99998425261E+000,  0.15747389089E-004,  0.89390839665E+000,  0.10609160335E+000, -0.98032189795E+004,  0.11873239938E+001,  0.99871327629E+003,  0.10000000000E+000
"             A1185",  0.70250000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002700490E+006,  0.18000124649E+002,  0.19999977152E+000,  0.80000022848E+000,  0.12939175114E-001,  0.98706082489E+000,  0.99998425265E+000,  0.15747352123E-004,  0.89390846185E+000,  0.10609153815E+000, -0.98032219099E+004,  0.11873214908E+001,  0.99871329086E+003,  0.10000000000E+000
"             A1186",  0.72020000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002676565E+006,  0.18000074734E+002,  0.19999981950E+000,  0.80000018050E+000,  0.12939165333E-001,  0.98706083467E+000,  0.99998425269E+000,  0.15747314706E-004,  0.89390850277E+000,  0.10609149723E+000, -0.98032237489E+004,  0.11873188614E+001,  0.99871329994E+003,  0.10000000000E+000
"             A1187",  0.73840000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002652743E+006,  0.18000044057E+002,  0.19999984923E+000,  0.80000015077E+000,  0.12939171209E-001,  0.98706082879E+000,  0.99998425272E+000,  0.15747277054E-004,  0.89390852812E+000,  0.10609147188E+000, -0.98032248882E+004,  0.11873161546E+001,  0.99871330548E+003,  0.10000000000E+000
"             A1188",  0.75690000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002629024E+006,  0.18000025556E+002,  0.19999986746E+000,  0.80000013254E+000,  0.12939186946E-001,  0.98706081305E+000,  0.99998425276E+000,  0.15747239311E-004,  0.89390854367E+000,  0.10609145633E+000, -0.98032255869E+004,  0.11873134032E+001,  0.99871330877E+003,  0.10000000000E+000
"             A1189",  0.77580000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002605402E+006,  0.18000014611E+002,  0.19999987860E+000,  0.80000012140E+000,  0.12939208758E-001,  0.98706079124E+000,  0.99998425280E+000,  0.15747201570E-004,  0.89390855316E+000,  0.10609144684E+000, -0.98032260136E+004,  0.11873106284E+001,  0.99871331068E+003,  0.10000000000E+000
"             A1190",  0.79510000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002581877E+006,  0.18000008265E+002,  0.19999988543E+000,  0.80000011457E+000,  0.12939234219E-001,  0.98706076578E+000,  0.99998425284E+000,  0.15747163887E-004,  0.89390855899E+000,  0.10609144101E+000, -0.98032262755E+004,  0.11873078437E+001,  0.99871331174E+003,  0.10000000000E+000
"             A1191",  0.81480000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002558446E+006,  0.18000004659E+002,  0.19999988971E+000,  0.80000011029E+000,  0.12939261806E-001,  0.98706073819E+000,  0.99998425287E+000,  0.15747126298E-004,  0.89390856264E+000,  0.10609143736E+000, -0.98032264396E+004,  0.11873050575E+001,  0.99871331230E+003,  0.10000000000E+000
"             A1192",  0.83500000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002535107E+006,  0.18000002652E+002,  0.19999989251E+000,  0.80000010749E+000,  0.12939290587E-001,  0.98706070941E+000,  0.99998425291E+000,  0.15747088824E-004,  0.89390856502E+000,  0.10609143498E+000, -0.98032265468E+004,  0.11873022748E+001,  0.99871331256E+003,  0.10000000000E+000
"             A1193",  0.85550000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002511857E+006,  0.18000001558E+002,  0.19999989446E+000,  0.80000010554E+000,  0.12939320001E-001,  0.98706068000E+000,  0.99998425295E+000,  0.15747051474E-004,  0.89390856669E+000,  0.10609143331E+000, -0.98032266216E+004,  0.11872994985E+001,  0.99871331265E+003,  0.10000000000E+000
"             A1194",  0.87650000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002488695E+006,  0.18000000974E+002,  0.19999989594E+000,  0.80000010406E+000,  0.12939349721E-001,  0.98706065028E+000,  0.99998425299E+000,  0.15747014253E-004,  0.89390856795E+000,  0.10609143205E+000, -0.98032266783E+004,  0.11872967302E+001,  0.99871331266E+003,  0.10000000000E+000
"             A1195",  0.89790000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002465618E+006,  0.18000000669E+002,  0.19999989716E+000,  0.80000010284E+000,  0.12939379556E-001,  0.98706062044E+000,  0.99998425302E+000,  0.15746977165E-004,  0.89390856899E+000,  0.10609143101E+000, -0.98032267251E+004,  0.11872939710E+001,  0.99871331261E+003,  0.10000000000E+000
"             A1196",  0.91980000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002442624E+006,  0.18000000512E+002,  0.19999989825E+000,  0.80000010175E+000,  0.12939409406E-001,  0.98706059059E+000,  0.99998425306E+000,  0.15746940207E-004,  0.89390856991E+000,  0.10609143009E+000, -0.98032267666E+004,  0.11872912209E+001,  0.99871331253E+003,  0.10000000000E+000
"             A1197",  0.94210000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002419711E+006,  0.18000000433E+002,  0.19999989925E+000,  0.80000010075E+000,  0.12939439214E-001,  0.98706056079E+000,  0.99998425310E+000,  0.15746903378E-004,  0.89390857077E+000,  0.10609142923E+000, -0.98032268052E+004,  0.11872884802E+001,  0.99871331244E+003,  0.10000000000E+000
"             A1198",  0.96500000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002396879E+006,  0.18000000393E+002,  0.19999990023E+000,  0.80000009977E+000,  0.12939468949E-001,  0.98706053105E+000,  0.99998425313E+000,  0.15746866677E-004,  0.89390857160E+000,  0.10609142840E+000, -0.98032268424E+004,  0.11872857489E+001,  0.99871331234E+003,  0.10000000000E+000
"             A1199",  0.98820000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002374124E+006,  0.18000000372E+002,  0.19999990117E+000,  0.80000009883E+000,  0.12939498600E-001,  0.98706050140E+000,  0.99998425317E+000,  0.15746830101E-004,  0.89390857241E+000,  0.10609142759E+000, -0.98032268788E+004,  0.11872830269E+001,  0.99871331224E+003,  0.10000000000E+000
"             A12 0",  0.10170000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002346865E+006,  0.18000000359E+002,  0.19999990230E+000,  0.80000009770E+000,  0.12939534128E-001,  0.98706046587E+000,  0.99998425321E+000,  0.15746786284E-004,  0.89390857337E+000,  0.10609142663E+000, -0.98032269220E+004,  0.11872797660E+001,  0.99871331212E+003,  0.10000000000E+000
"             A12 1",  0.10580000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002309193E+006,  0.18000000349E+002,  0.19999990386E+000,  0.80000009614E+000,  0.12939583238E-001,  0.98706041676E+000,  0.99998425327E+000,  0.15746725728E-004,  0.89390857470E+000,  0.10609142530E+000, -0.98032269816E+004,  0.11872752592E+001,  0.99871331195E+003,  0.10000000000E+000
"             A12 2",  0.11160000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002257780E+006,  0.18000000340E+002,  0.19999990598E+000,  0.80000009402E+000,  0.12939650262E-001,  0.98706034974E+000,  0.99998425336E+000,  0.15746643086E-004,  0.89390857651E+000,  0.10609142349E+000, -0.98032270629E+004,  0.11872691088E+001,  0.99871331172E+003,  0.10000000000E+000
"             A12 3",  0.11990000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002188763E+006,  0.18000000330E+002,  0.19999990883E+000,  0.80000009117E+000,  0.12939740240E-001,  0.98706025976E+000,  0.99998425347E+000,  0.15746532145E-004,  0.89390857894E+000,  0.10609142106E+000, -0.98032271723E+004,  0.11872608522E+001,  0.99871331140E+003,  0.10000000000E+000
"             A12 4",  0.13190000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002098021E+006,  0.18000000316E+002,  0.19999991259E+000,  0.80000008741E+000,  0.12939858543E-001,  0.98706014146E+000,  0.99998425361E+000,  0.15746386282E-004,  0.89390858215E+000,  0.10609141785E+000, -0.98032273164E+004,  0.11872499967E+001,  0.99871331099E+003,  0.10000000000E+000
"             A12 5",  0.14890000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001981708E+006,  0.18000000299E+002,  0.19999991742E+000,  0.80000008258E+000,  0.12940010186E-001,  0.98705998981E+000,  0.99998425380E+000,  0.15746199316E-004,  0.89390858626E+000,  0.10609141374E+000, -0.98032275014E+004,  0.11872360822E+001,  0.99871331046E+003,  0.10000000000E+000
"             A12 6",  0.17330000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001836962E+006,  0.18000000277E+002,  0.19999992343E+000,  0.80000007657E+000,  0.12940198903E-001,  0.98705980110E+000,  0.99998425403E+000,  0.15745966646E-004,  0.89390859139E+000,  0.10609140861E+000, -0.98032277319E+004,  0.11872187663E+001,  0.99871330980E+003,  0.10000000000E+000
"             A12 7",  0.20810000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001662640E+006,  0.18000000250E+002,  0.19999993068E+000,  0.80000006932E+000,  0.12940426188E-001,  0.98705957381E+000,  0.99998425431E+000,  0.15745686434E-004,  0.89390859757E+000,  0.10609140243E+000, -0.98032280097E+004,  0.11871979121E+001,  0.99871330901E+003,  0.10000000000E+000
"             A12 8",  0.25780000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001459874E+006,  0.18000000220E+002,  0.19999993913E+000,  0.80000006087E+000,  0.12940690569E-001,  0.98705930943E+000,  0.99998425464E+000,  0.15745360501E-004,  0.89390860477E+000,  0.10609139523E+000, -0.98032283332E+004,  0.11871736552E+001,  0.99871330809E+003,  0.10000000000E+000
"             A12 9",  0.32890000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001232333E+006,  0.18000000186E+002,  0.19999994861E+000,  0.80000005139E+000,  0.12940987267E-001,  0.98705901273E+000,  0.99998425501E+000,  0.15744994742E-004,  0.89390861285E+000,  0.10609138715E+000, -0.98032286965E+004,  0.11871464345E+001,  0.99871330705E+003,  0.10000000000E+000
"             A1210",  0.43060000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000986404E+006,  0.18000000149E+002,  0.19999995886E+000,  0.80000004114E+000,  0.12941307957E-001,  0.98705869204E+000,  0.99998425540E+000,  0.15744599427E-004,  0.89390862160E+000,  0.10609137840E+000, -0.98032290894E+004,  0.11871170140E+001,  0.99871330593E+003,  0.10000000000E+000
"             A1211",  0.57580000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000731926E+006,  0.18000000110E+002,  0.19999996947E+000,  0.80000003053E+000,  0.12941639811E-001,  0.98705836019E+000,  0.99998425581E+000,  0.15744190369E-004,  0.89390863064E+000,  0.10609136936E+000, -0.98032294961E+004,  0.11870865708E+001,  0.99871330478E+003,  0.10000000000E+000
"             A1212",  0.78340000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000484186E+006,  0.18000000073E+002,  0.19999997980E+000,  0.80000002020E+000,  0.12941962895E-001,  0.98705803711E+000,  0.99998425621E+000,  0.15743792143E-004,  0.89390863945E+000,  0.10609136055E+000, -0.98032298920E+004,  0.11870569337E+001,  0.99871330365E+003,  0.10000000000E+000
"             A1213",  0.10800000000E+004,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000266432E+006,  0.18000000040E+002,  0.19999998888E+000,  0.80000001112E+000,  0.12942246886E-001,  0.98705775311E+000,  0.99998425656E+000,  0.15743442117E-004,  0.89390864720E+000,  0.10609135280E+000, -0.98032302402E+004,  0.11870308839E+001,  0.99871330266E+003,  0.10000000000E+000
"             A1214",  0.15040000000E+004,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000107523E+006,  0.18000000016E+002,  0.19999999551E+000,  0.80000000449E+000,  0.12942454141E-001,  0.98705754586E+000,  0.99998425681E+000,  0.15743186681E-004,  0.89390865285E+000,  0.10609134715E+000, -0.98032304942E+004,  0.11870118736E+001,  0.99871330194E+003,  0.10000000000E+000
"             A1215",  0.21100000000E+004,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000025959E+006,  0.18000000004E+002,  0.19999999892E+000,  0.80000000108E+000,  0.12942560522E-001,  0.98705743948E+000,  0.99998425694E+000,  0.15743055571E-004,  0.89390865575E+000,  0.10609134425E+000, -0.98032306246E+004,  0.11870021160E+001,  0.99871330156E+003,  0.10000000000E+000
"             A1216",  0.29760000000E+004,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000003055E+006,  0.18000000000E+002,  0.19999999987E+000,  0.80000000013E+000,  0.12942590396E-001,  0.98705740960E+000,  0.99998425698E+000,  0.15743018754E-004,  0.89390865657E+000,  0.10609134343E+000, -0.98032306612E+004,  0.11869993760E+001,  0.99871330146E+003,  0.10000000000E+000
"             A1217",  0.42140000000E+004,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000000157E+006,  0.18000000000E+002,  0.19999999999E+000,  0.80000000001E+000,  0.12942594175E-001,  0.98705740583E+000,  0.99998425699E+000,  0.15743014097E-004,  0.89390865667E+000,  0.10609134333E+000, -0.98032306659E+004,  0.11869990294E+001,  0.99871330145E+003,  0.10000000000E+000
"             A1218",  0.59840000000E+004,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000000003E+006,  0.18000000000E+002,  0.20000000000E+000,  0.80000000000E+000,  0.12942594375E-001,  0.98705740562E+000,  0.99998425699E+000,  0.15743013850E-004,  0.89390865668E+000,  0.10609134332E+000, -0.98032306661E+004,  0.11869990110E+001,  0.99871330145E+003,  0.10000000000E+000
"             A1219",  0.85120000000E+004,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000000000E+006,  0.18000000000E+002,  0.20000000000E+000,  0.80000000000E+000,  0.12942594380E-001,  0.98705740562E+000,  0.99998425699E+000,  0.15743013844E-004,  0.89390865668E+000,  0.10609134332E+000, -0.98032306661E+004,  0.11869990106E+001,  0.99871330145E+003,  0.10000000000E+000
"             A1220",  0.10000000000E+005,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000000000E+006,  0.18000000000E+002,  0.20000000000E+000,  0.80000000000E+000,  0.12942594380E-001,  0.98705740562E+000,  0.99998425699E+000,  0.15743013844E-004,  0.89390865668E+000,  0.10609134332E+000, -0.98032306661E+004,  0.11869990106E+001,  0.99871330145E+003,  0.10000000000E+000
"TIME [sec]  0.31560000E+09"
"             A11 0",  0.15000000000E+000,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.12469911862E+006,  0.25655994225E+003,  0.10000000000E+001,  0.00000000000E+000,  0.10000000000E+001,  0.94543509857E-013,  0.10000000000E+001,  0.11837764053E-017,  0.10000000000E+001,  0.00000000000E+000, -0.50000000000E+009,  0.51217565970E+000,  0.78926836983E+003,  0.10000000000E+000
"             A11 1",  0.45320000000E+000,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.12469911595E+006,  0.20295602291E+003,  0.99882539076E+000,  0.11746092413E-002,  0.10000000000E+001,  0.21839319832E-011,  0.10000000000E+001,  0.27406137276E-016,  0.10000000000E+001,  0.14809038812E-018, -0.48911151680E+009,  0.57111576205E+000,  0.86122543940E+003,  0.10000000000E+000
"             A11 2",  0.76270000000E+000,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.12469910803E+006,  0.17588311674E+003,  0.99877929438E+000,  0.12207056231E-002,  0.10000000000E+001,  0.49147749810E-012,  0.10000000000E+001,  0.61789019597E-017,  0.10000000000E+001,  0.38756291364E-018, -0.36732581815E+009,  0.60666423867E+000,  0.89123624397E+003,  0.10000000000E+000
"             A11 3",  0.10790000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.12469909481E+006,  0.15765611596E+003,  0.99872327780E+000,  0.12767222023E-002,  0.10000000000E+001,  0.10453290451E-012,  0.10000000000E+001,  0.13164146013E-017,  0.10000000000E+001,  0.10145811037E-017, -0.27860687073E+009,  0.63339833058E+000,  0.90952068865E+003,  0.10000000000E+000
"             A11 4",  0.14010000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.12469907472E+006,  0.14385368001E+003,  0.99864858800E+000,  0.13514119979E-002,  0.10000000000E+001,  0.24447156604E-013,  0.10000000000E+001,  0.30836613265E-018,  0.10000000000E+001,  0.28903886851E-017, -0.20804566327E+009,  0.65541674609E+000,  0.92241529806E+003,  0.10000000000E+000
"             A11 5",  0.17310000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.12469904445E+006,  0.13270848213E+003,  0.99853828847E+000,  0.14617115308E-002,  0.10000000000E+001,  0.61217198814E-014,  0.10000000000E+001,  0.77337897356E-019,  0.10000000000E+001,  0.98642937700E-017, -0.14902501150E+009,  0.67447115642E+000,  0.93224799453E+003,  0.10000000000E+000
"             A11 6",  0.20670000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.12469899665E+006,  0.12333705701E+003,  0.99834953873E+000,  0.16504612743E-002,  0.10000000000E+001,  0.41050629585E-015,  0.10000000000E+001,  0.51940918114E-020,  0.10000000000E+001,  0.47839594466E-016, -0.98023564201E+008,  0.69148041925E+000,  0.94011887684E+003,  0.10000000000E+000
"             A11 7",  0.24110000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.12469891120E+006,  0.11523434572E+003,  0.99792319257E+000,  0.20768074344E-002,  0.10000000000E+001,  0.24034574694E-016,  0.10000000000E+001,  0.30457379598E-021,  0.10000000000E+001,  0.51567992181E-015, -0.52937778903E+008,  0.70699033914E+000,  0.94663072954E+003,  0.10000000000E+000
"             A11 8",  0.27610000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.12469870091E+006,  0.10808526741E+003,  0.99547194960E+000,  0.45280503992E-002,  0.10000000000E+001,  0.24327567293E-020,  0.10000000000E+001,  0.30875893862E-025,  0.10000000000E+001,  0.16092343622E-012, -0.12411823295E+008,  0.72135141607E+000,  0.95214728841E+003,  0.10000000000E+000
"             A11 9",  0.31190000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.12193869348E+006,  0.10530329909E+003,  0.88947241602E+000,  0.11052758398E+000,  0.10000000000E+001,  0.16411586883E-020,  0.10000000000E+001,  0.20372669702E-025,  0.99999635236E+000,  0.36476392416E-005, -0.18558008581E+006,  0.71072922510E+000,  0.95423511374E+003,  0.10000000000E+000
"             A1110",  0.34850000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.11818494720E+006,  0.10437853661E+003,  0.70774521541E+000,  0.29225478459E+000,  0.10000000000E+001,  0.16402756718E-020,  0.10000000000E+001,  0.19727682016E-025,  0.99952603627E+000,  0.47396372835E-003, -0.54349576311E+005,  0.69028515284E+000,  0.95492174604E+003,  0.10000000000E+000
"             A1111",  0.38580000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.11466631849E+006,  0.10350761646E+003,  0.57783430508E+000,  0.42216569492E+000,  0.10000000000E+001,  0.16313368476E-020,  0.10000000000E+001,  0.19029366764E-025,  0.99691687251E+000,  0.30831274947E-002, -0.32922141418E+005,  0.67104715347E+000,  0.95556501148E+003,  0.10000000000E+000
"             A1112",  0.42390000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.11134704417E+006,  0.10266762110E+003,  0.48012070104E+000,  0.51987929896E+000,  0.10000000000E+001,  0.22532922540E-020,  0.10000000000E+001,  0.25515010772E-025,  0.99085425096E+000,  0.91457490401E-002, -0.24054580760E+005,  0.65286020136E+000,  0.95618231080E+003,  0.10000000000E+000
"             A1113",  0.46280000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10818881806E+006,  0.10184949895E+003,  0.39544009466E+000,  0.60455990534E+000,  0.10000000000E+001,  0.54716520857E-016,  0.10000000000E+001,  0.60181182542E-021,  0.97938029766E+000,  0.20619702338E-001, -0.18622065806E+005,  0.63552209815E+000,  0.95678057645E+003,  0.10000000000E+000
